2016-11-09, 22:36:00, 298, 20Q 58ms 53E 0T 38ms 21max, 0, 4, 66, SRV-WEB12, v3, v1
2016-11-15, 21:51:00, 325, 19Q 77ms 51E 0T 83ms 64max, 0, 2, 65, SRV-WEB11, v3, v1
2016-11-15, 21:52:01, 224, 20Q 73ms 51E 0T 19ms 12max, 0, 3, 65, SRV-WEB14, v3, v1
2016-11-15, 21:53:00, 209, 19Q 34ms 51E 0T 26ms 14max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-15, 21:54:00, 347, 20Q 51ms 51E 0T 31ms 17max, 0, 2, 65, SRV-WEB11, v3, v1
2016-11-15, 21:55:00, 259, 20Q 79ms 51E 0T 27ms 15max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-15, 21:56:00, 361, 19Q 200ms 51E 0T 25ms 13max, 0, 8, 65, SRV-WEB12, v3, v1
2016-11-15, 21:57:00, 222, 20Q 74ms 51E 0T 25ms 14max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-15, 21:58:00, 429, 20Q 56ms 51E 0T 48ms 33max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-15, 21:59:00, 264, 20Q 109ms 51E 0T 29ms 15max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-15, 22:00:00, 254, 20Q 47ms 51E 0T 32ms 18max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-15, 22:01:00, 253, 20Q 88ms 51E 0T 31ms 16max, 0, 2, 65, SRV-WEB11, v3, v1
2016-11-15, 22:02:00, 231, 19Q 36ms 51E 0T 29ms 15max, 0, 3, 65, SRV-WEB11, v3, v1
2016-11-15, 22:03:00, 183, 20Q 37ms 52E 0T 29ms 18max, 0, 2, 67, SRV-WEB14, v3, v1
2016-11-15, 22:04:00, 309, 20Q 182ms 51E 0T 18ms 9max, 0, 2, 65, SRV-WEB14, v3, v1
2016-11-15, 22:05:00, 440, 20Q 221ms 51E 0T 56ms 34max, 0, 3, 65, SRV-WEB11, v3, v1
2016-11-15, 22:06:00, 277, 20Q 60ms 51E 0T 37ms 22max, 0, 3, 65, SRV-WEB12, v3, v1
2016-11-15, 22:07:00, 304, 20Q 55ms 51E 0T 29ms 16max, 0, 2, 65, SRV-WEB11, v3, v1
2016-11-15, 22:08:00, 287, 20Q 104ms 52E 0T 27ms 15max, 0, 2, 67, SRV-WEB11, v3, v1
2016-11-15, 22:09:01, 236, 20Q 102ms 51E 0T 26ms 15max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-15, 22:10:00, 274, 20Q 100ms 51E 0T 27ms 15max, 0, 2, 65, SRV-WEB14, v3, v1
2016-11-15, 22:11:00, 231, 20Q 43ms 51E 0T 27ms 14max, 0, 3, 65, SRV-WEB14, v3, v1
2016-11-15, 22:12:00, 174, 19Q 49ms 52E 0T 43ms 29max, 0, 2, 67, SRV-WEB12, v3, v1
2016-11-15, 22:13:00, 222, 20Q 41ms 52E 0T 27ms 15max, 0, 3, 67, SRV-WEB11, v3, v1
2016-11-15, 22:14:01, 594, 20Q 114ms 51E 0T 55ms 44max, 0, 2, 65, SRV-WEB14, v3, v1
2016-11-15, 22:15:00, 201, 20Q 35ms 51E 0T 26ms 14max, 0, 2, 65, SRV-WEB14, v3, v1
2016-11-15, 22:16:00, 239, 20Q 56ms 52E 0T 27ms 17max, 0, 3, 67, SRV-WEB14, v3, v1
2016-11-15, 22:17:00, 428, 20Q 188ms 51E 0T 35ms 18max, 0, 3, 65, SRV-WEB12, v3, v1
2016-11-15, 22:18:00, 411, 20Q 89ms 51E 0T 100ms 78max, 0, 3, 65, SRV-WEB11, v3, v1
2016-11-15, 22:19:00, 412, 20Q 315ms 51E 0T 18ms 9max, 0, 2, 65, SRV-WEB14, v3, v1
2016-11-15, 22:20:00, 257, 19Q 48ms 51E 0T 27ms 17max, 0, 2, 65, SRV-WEB14, v3, v1
2016-11-15, 22:21:00, 349, 19Q 107ms 52E 0T 84ms 46max, 0, 3, 67, SRV-WEB12, v3, v1
2016-11-15, 22:22:00, 15144, 19Q 21ms 52E 0T 19ms 10max, 0, 2, 67, SRV-WEB14, v3, v1
2016-11-15, 22:23:00, 252, 20Q 72ms 52E 0T 26ms 14max, 0, 2, 67, SRV-WEB12, v3, v1
2016-11-15, 22:24:00, 7594, 49Q 1964ms 91E 0T 25ms 13max, 0, 23, 74, SRV-WEB14, v3, v1
2016-11-15, 22:25:01, 258, 20Q 98ms 52E 0T 29ms 17max, 0, 2, 67, SRV-WEB11, v3, v1
2016-11-15, 22:26:00, 201, 20Q 48ms 51E 0T 30ms 16max, 0, 2, 65, SRV-WEB11, v3, v1
2016-11-15, 22:27:00, 1193, 44Q 934ms 91E 0T 44ms 35max, 0, 2, 74, SRV-WEB14, v3, v1
2016-11-15, 22:28:00, 291, 20Q 79ms 51E 0T 34ms 18max, 0, 4, 65, SRV-WEB13, v3, v1
2016-11-15, 22:29:00, 250, 20Q 53ms 52E 0T 29ms 16max, 0, 2, 67, SRV-WEB12, v3, v1
2016-11-15, 22:30:00, 881, 20Q 158ms 51E 0T 126ms 115max, 0, 2, 65, SRV-WEB14, v3, v1
2016-11-15, 22:31:00, 255, 20Q 109ms 52E 0T 27ms 15max, 0, 2, 67, SRV-WEB14, v3, v1
2016-11-15, 22:32:00, 387, 19Q 43ms 52E 0T 41ms 22max, 0, 2, 67, SRV-WEB12, v3, v1
2016-11-15, 22:33:00, 259, 20Q 65ms 51E 0T 30ms 17max, 0, 2, 65, SRV-WEB11, v3, v1
2016-11-15, 22:34:00, 673, 20Q 47ms 51E 0T 27ms 14max, 0, 2, 65, SRV-WEB11, v3, v1
2016-11-15, 22:35:00, 253, 19Q 33ms 51E 0T 28ms 15max, 0, 3, 65, SRV-WEB11, v3, v1
2016-11-15, 22:36:00, 255, 20Q 45ms 51E 0T 26ms 14max, 0, 2, 65, SRV-WEB11, v3, v1
2016-11-15, 22:37:00, 2414, 20Q 57ms 51E 0T 18ms 10max, 0, 2, 65, SRV-WEB14, v3, v1
2016-11-15, 22:38:00, 206, 20Q 56ms 51E 0T 29ms 17max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-15, 22:39:00, 1608, 20Q 147ms 51E 0T 73ms 40max, 0, 3, 65, SRV-WEB14, v3, v1
2016-11-15, 22:40:00, 208, 20Q 40ms 51E 0T 34ms 20max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-15, 22:41:00, 364, 20Q 72ms 51E 0T 25ms 13max, 0, 3, 65, SRV-WEB11, v3, v1
2016-11-15, 22:42:00, 282, 20Q 130ms 51E 0T 29ms 15max, 0, 3, 65, SRV-WEB11, v3, v1
2016-11-15, 22:43:00, 201, 20Q 57ms 51E 0T 34ms 19max, 0, 2, 65, SRV-WEB11, v3, v1
2016-11-15, 22:44:00, 236, 20Q 54ms 51E 0T 35ms 18max, 0, 3, 65, SRV-WEB12, v3, v1
2016-11-15, 22:45:00, 229, 20Q 42ms 51E 0T 25ms 13max, 0, 2, 65, SRV-WEB11, v3, v1
2016-11-15, 22:46:00, 250, 20Q 36ms 51E 0T 17ms 9max, 0, 2, 65, SRV-WEB14, v3, v1
2016-11-15, 22:47:00, 299, 20Q 71ms 51E 0T 44ms 32max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-15, 22:48:00, 387, 20Q 100ms 51E 0T 166ms 148max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-15, 22:49:00, 145, 19Q 24ms 51E 0T 27ms 14max, 0, 2, 65, SRV-WEB14, v3, v1
2016-11-15, 22:50:00, 318, 20Q 86ms 51E 0T 30ms 16max, 0, 3, 65, SRV-WEB12, v3, v1
2016-11-15, 22:51:00, 353, 20Q 78ms 51E 0T 43ms 28max, 0, 3, 65, SRV-WEB12, v3, v1
2016-11-15, 22:52:00, 688, 41Q 495ms 91E 0T 22ms 15max, 0, 2, 74, SRV-WEB14, v3, v1
2016-11-15, 22:53:00, 215, 20Q 46ms 51E 0T 35ms 20max, 0, 2, 65, SRV-WEB14, v3, v1
2016-11-15, 22:54:00, 230, 20Q 56ms 51E 0T 34ms 18max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-15, 22:55:00, 247, 20Q 76ms 51E 0T 46ms 32max, 0, 1, 65, SRV-WEB12, v3, v1
2016-11-15, 22:56:00, 182, 20Q 37ms 51E 0T 23ms 12max, 0, 2, 65, SRV-WEB14, v3, v1
2016-11-15, 22:57:00, 183, 20Q 33ms 51E 0T 19ms 11max, 0, 2, 65, SRV-WEB14, v3, v1
2016-11-15, 22:58:00, 382, 20Q 191ms 51E 0T 79ms 41max, 0, 3, 65, SRV-WEB12, v3, v1
2016-11-15, 22:59:00, 258, 20Q 91ms 51E 0T 34ms 17max, 0, 3, 65, SRV-WEB12, v3, v1
2016-11-15, 23:00:00, 179, 20Q 69ms 51E 0T 32ms 18max, 0, 1, 65, SRV-WEB14, v3, v1
2016-11-15, 23:01:00, 180, 20Q 47ms 51E 0T 17ms 9max, 0, 2, 65, SRV-WEB13, v3, v1
2016-11-15, 23:02:01, 189, 19Q 58ms 51E 0T 59ms 41max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-15, 23:03:00, 138, 20Q 26ms 51E 0T 20ms 12max, 0, 1, 65, SRV-WEB14, v3, v1
2016-11-15, 23:04:00, 207, 20Q 35ms 51E 0T 26ms 15max, 0, 2, 65, SRV-WEB14, v3, v1
2016-11-15, 23:05:00, 185, 20Q 52ms 51E 0T 25ms 13max, 0, 2, 65, SRV-WEB11, v3, v1
2016-11-15, 23:06:00, 201, 20Q 79ms 51E 0T 20ms 11max, 0, 2, 65, SRV-WEB13, v3, v1
2016-11-15, 23:07:00, 252, 19Q 56ms 51E 0T 29ms 16max, 0, 3, 65, SRV-WEB11, v3, v1
2016-11-15, 23:08:00, 188, 20Q 63ms 51E 0T 22ms 11max, 0, 1, 65, SRV-WEB13, v3, v1
2016-11-15, 23:09:00, 235, 19Q 45ms 51E 0T 37ms 21max, 0, 2, 65, SRV-WEB11, v3, v1
2016-11-15, 23:10:00, 410, 19Q 35ms 51E 0T 27ms 15max, 0, 3, 65, SRV-WEB11, v3, v1
2016-11-15, 23:11:00, 216, 19Q 36ms 51E 0T 26ms 13max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-15, 23:12:00, 220, 20Q 79ms 51E 0T 36ms 19max, 0, 2, 65, SRV-WEB14, v3, v1
2016-11-15, 23:13:00, 236, 20Q 43ms 51E 0T 32ms 17max, 0, 2, 65, SRV-WEB11, v3, v1
2016-11-15, 23:14:00, 251, 20Q 56ms 51E 0T 27ms 14max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-15, 23:15:00, 286, 20Q 66ms 51E 0T 34ms 19max, 0, 1, 65, SRV-WEB12, v3, v1
2016-11-15, 23:16:00, 224, 20Q 44ms 51E 0T 25ms 13max, 0, 3, 65, SRV-WEB11, v3, v1
2016-11-15, 23:17:00, 284, 20Q 72ms 51E 0T 28ms 14max, 0, 4, 65, SRV-WEB14, v3, v1
2016-11-15, 23:18:01, 336, 20Q 74ms 51E 0T 24ms 14max, 0, 2, 65, SRV-WEB14, v3, v1
2016-11-15, 23:19:00, 303, 20Q 75ms 51E 0T 51ms 37max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-15, 23:20:00, 220, 20Q 44ms 51E 0T 29ms 15max, 0, 3, 65, SRV-WEB12, v3, v1
2016-11-15, 23:21:00, 187, 20Q 43ms 51E 0T 25ms 15max, 0, 2, 65, SRV-WEB11, v3, v1
2016-11-15, 23:22:00, 218, 20Q 40ms 51E 0T 30ms 15max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-15, 23:23:00, 186, 20Q 37ms 51E 0T 24ms 12max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-15, 23:24:00, 197, 20Q 65ms 51E 0T 48ms 35max, 0, 2, 65, SRV-WEB14, v3, v1
2016-11-15, 23:25:00, 451, 20Q 76ms 51E 0T 26ms 15max, 0, 2, 65, SRV-WEB14, v3, v1
2016-11-15, 23:26:00, 239, 20Q 59ms 51E 0T 25ms 13max, 0, 3, 65, SRV-WEB11, v3, v1
2016-11-15, 23:27:00, 21729, 20Q 91ms 51E 0T 27ms 15max, 0, 2, 65, SRV-WEB14, v3, v1
2016-11-15, 23:28:00, 355, 19Q 99ms 51E 0T 36ms 20max, 0, 1, 65, SRV-WEB12, v3, v1
2016-11-15, 23:29:00, 308, 20Q 44ms 51E 0T 26ms 13max, 0, 4, 65, SRV-WEB11, v3, v1
2016-11-15, 23:30:00, 270, 20Q 60ms 51E 0T 35ms 21max, 0, 3, 65, SRV-WEB12, v3, v1
2016-11-15, 23:31:00, 272, 19Q 68ms 51E 0T 68ms 37max, 0, 2, 65, SRV-WEB11, v3, v1
2016-11-15, 23:32:00, 177, 20Q 47ms 51E 0T 31ms 19max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-15, 23:33:00, 295, 20Q 106ms 51E 0T 31ms 18max, 0, 3, 65, SRV-WEB11, v3, v1
2016-11-15, 23:34:00, 228, 20Q 47ms 51E 0T 36ms 20max, 0, 3, 65, SRV-WEB11, v3, v1
2016-11-15, 23:35:00, 182, 20Q 46ms 51E 0T 52ms 39max, 0, 2, 65, SRV-WEB13, v3, v1
2016-11-15, 23:36:00, 263, 20Q 101ms 51E 0T 49ms 32max, 0, 1, 65, SRV-WEB12, v3, v1
2016-11-15, 23:37:00, 169, 19Q 37ms 51E 0T 39ms 20max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-15, 23:38:00, 173, 20Q 46ms 51E 0T 19ms 12max, 0, 1, 65, SRV-WEB14, v3, v1
2016-11-15, 23:39:00, 182, 20Q 70ms 51E 0T 32ms 16max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-15, 23:40:00, 225, 20Q 64ms 51E 0T 37ms 20max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-15, 23:41:00, 444, 20Q 63ms 51E 0T 63ms 49max, 0, 2, 65, SRV-WEB11, v3, v1
2016-11-15, 23:42:00, 245, 19Q 55ms 51E 0T 56ms 40max, 0, 3, 65, SRV-WEB11, v3, v1
2016-11-15, 23:43:00, 285, 20Q 61ms 51E 0T 32ms 17max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-15, 23:44:00, 150, 20Q 34ms 51E 0T 22ms 11max, 0, 1, 65, SRV-WEB14, v3, v1
2016-11-15, 23:45:00, 399, 19Q 61ms 51E 0T 58ms 40max, 0, 3, 65, SRV-WEB11, v3, v1
2016-11-15, 23:46:00, 198, 20Q 51ms 51E 0T 20ms 12max, 0, 1, 65, SRV-WEB13, v3, v1
2016-11-15, 23:47:00, 327, 20Q 122ms 51E 0T 156ms 141max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-15, 23:48:00, 243, 20Q 76ms 51E 0T 52ms 39max, 0, 2, 65, SRV-WEB12, v3, v1
2016-11-15, 23:49:01, 241, 20Q 61ms 51E 0T 35ms 21max, 0, 3, 65, SRV-WEB11, v3, v1
2016-11-15, 23:50:00, 167, 20Q 66ms 51E 0T 19ms 10max, 0, 1, 65, SRV-WEB13, v3, v1
2016-11-15, 23:51:00, 215, 20Q 42ms 51E 0T 25ms 13max, 0, 3, 65, SRV-WEB11, v3, v1
2016-11-15, 23:52:00, 124, 20Q 22ms 51E 0T 20ms 13max, 0, 2, 65, SRV-WEB14, v3, v1
2016-11-15, 23:53:00, 51807, 298Q 50239ms 154289E 0T 21ms 12max, 0, 2, 76, SRV-WEB14, v3, v1
2016-11-15, 23:54:00, 124, 20Q 25ms 51E 0T 15ms 8max, 0, 1, 65, SRV-WEB14, v3, v1
2016-11-15, 23:55:00, 322, 20Q 53ms 51E 0T 30ms 15max, 0, 3, 65, SRV-WEB12, v3, v1
2016-11-15, 23:56:01, 203, 20Q 70ms 51E 0T 21ms 11max, 0, 2, 65, SRV-WEB14, v3, v1
2016-11-15, 23:57:00, 127, 20Q 30ms 51E 0T 21ms 11max, 0, 1, 65, SRV-WEB13, v3, v1
2016-11-15, 23:58:00, 308, 20Q 137ms 51E 0T 38ms 23max, 0, 2, 65, SRV-WEB13, v3, v1
2016-11-15, 23:59:00, 171, 20Q 48ms 51E 0T 31ms 16max, 0, 1, 65, SRV-WEB13, v3, v1
2016-11-16, 00:00:01, 402, 21Q 46ms 51E 0T 37ms 22max, 0, 1, 62, SRV-WEB12, v3, v1
2016-11-16, 00:01:01, 212, 20Q 43ms 49E 0T 31ms 16max, 0, 2, 62, SRV-WEB11, v3, v1
2016-11-16, 00:02:00, 143, 20Q 29ms 49E 0T 20ms 11max, 0, 1, 62, SRV-WEB13, v3, v1
2016-11-16, 00:03:00, 275, 20Q 58ms 49E 0T 26ms 13max, 0, 2, 62, SRV-WEB12, v3, v1
2016-11-16, 00:04:00, 4807, 20Q 67ms 49E 0T 20ms 11max, 0, 2, 62, SRV-WEB14, v3, v1
2016-11-16, 00:05:00, 766, 20Q 78ms 49E 0T 26ms 13max, 0, 2, 62, SRV-WEB14, v3, v1
2016-11-16, 00:06:00, 250, 19Q 76ms 49E 0T 48ms 28max, 0, 2, 62, SRV-WEB11, v3, v1
2016-11-16, 00:07:00, 376, 20Q 58ms 49E 0T 34ms 20max, 0, 2, 62, SRV-WEB12, v3, v1
2016-11-16, 00:08:00, 349, 20Q 52ms 49E 0T 50ms 28max, 0, 2, 62, SRV-WEB11, v3, v1
2016-11-16, 00:09:00, 231, 20Q 76ms 49E 0T 40ms 20max, 0, 2, 62, SRV-WEB11, v3, v1
2016-11-16, 00:10:00, 243, 19Q 40ms 49E 0T 43ms 26max, 0, 3, 62, SRV-WEB11, v3, v1
2016-11-16, 00:11:00, 323, 20Q 74ms 49E 0T 25ms 13max, 0, 2, 62, SRV-WEB14, v3, v1
2016-11-16, 00:12:00, 280, 20Q 85ms 49E 0T 28ms 15max, 0, 3, 62, SRV-WEB11, v3, v1
2016-11-16, 00:13:00, 5319, 20Q 34ms 49E 0T 21ms 11max, 0, 2, 62, SRV-WEB14, v3, v1
2016-11-16, 00:14:00, 192, 19Q 32ms 49E 0T 25ms 14max, 0, 1, 62, SRV-WEB14, v3, v1
2016-11-16, 00:15:01, 18124, 19Q 31ms 49E 0T 26ms 15max, 0, 28, 62, SRV-WEB14, v3, v1
2016-11-16, 00:16:00, 290, 19Q 93ms 49E 0T 34ms 20max, 0, 3, 62, SRV-WEB11, v3, v1
2016-11-16, 00:17:00, 230, 20Q 52ms 49E 0T 34ms 18max, 0, 3, 62, SRV-WEB11, v3, v1
2016-11-16, 00:18:00, 744, 20Q 549ms 49E 0T 113ms 75max, 0, 1, 62, SRV-WEB13, v3, v1
2016-11-16, 00:19:00, 281, 20Q 46ms 49E 0T 30ms 16max, 0, 2, 62, SRV-WEB11, v3, v1
2016-11-16, 00:20:00, 170, 19Q 42ms 49E 0T 52ms 41max, 0, 2, 62, SRV-WEB13, v3, v1
2016-11-16, 00:21:01, 219, 20Q 88ms 49E 0T 33ms 17max, 0, 1, 62, SRV-WEB14, v3, v1
2016-11-16, 00:22:00, 216, 20Q 57ms 49E 0T 26ms 15max, 0, 5, 62, SRV-WEB11, v3, v1
2016-11-16, 00:23:00, 331, 20Q 145ms 49E 0T 31ms 16max, 0, 2, 62, SRV-WEB12, v3, v1
2016-11-16, 00:24:01, 251, 20Q 43ms 49E 0T 36ms 19max, 0, 3, 62, SRV-WEB12, v3, v1
2016-11-16, 00:25:00, 237, 20Q 73ms 49E 0T 33ms 19max, 0, 2, 62, SRV-WEB12, v3, v1
2016-11-16, 00:26:00, 217, 20Q 46ms 49E 0T 32ms 18max, 0, 3, 62, SRV-WEB11, v3, v1
2016-11-16, 00:27:00, 227, 20Q 47ms 49E 0T 35ms 19max, 0, 2, 62, SRV-WEB11, v3, v1
2016-11-16, 00:28:00, 180, 20Q 43ms 49E 0T 26ms 14max, 0, 2, 62, SRV-WEB11, v3, v1
2016-11-16, 00:29:00, 235, 20Q 41ms 49E 0T 32ms 17max, 0, 3, 62, SRV-WEB12, v3, v1
2016-11-16, 00:30:00, 361, 20Q 63ms 49E 0T 48ms 30max, 0, 3, 62, SRV-WEB11, v3, v1
2016-11-16, 00:31:00, 288, 20Q 58ms 49E 0T 27ms 15max, 0, 2, 62, SRV-WEB12, v3, v1
2016-11-16, 00:32:00, 284, 20Q 53ms 49E 0T 32ms 17max, 0, 2, 62, SRV-WEB12, v3, v1
2016-11-16, 00:33:00, 262, 20Q 92ms 49E 0T 31ms 18max, 0, 2, 62, SRV-WEB12, v3, v1
2016-11-16, 00:34:01, 253, 20Q 102ms 49E 0T 77ms 63max, 0, 2, 62, SRV-WEB11, v3, v1
2016-11-16, 00:35:00, 146, 19Q 29ms 49E 0T 24ms 13max, 0, 1, 62, SRV-WEB13, v3, v1
2016-11-16, 00:36:00, 204, 20Q 49ms 49E 0T 42ms 24max, 0, 1, 62, SRV-WEB12, v3, v1
2016-11-16, 00:37:01, 268, 20Q 53ms 49E 0T 45ms 30max, 0, 3, 62, SRV-WEB12, v3, v1
2016-11-16, 00:38:00, 286, 20Q 54ms 49E 0T 45ms 23max, 0, 3, 62, SRV-WEB12, v3, v1
2016-11-16, 00:39:00, 179, 20Q 29ms 49E 0T 19ms 10max, 0, 2, 62, SRV-WEB14, v3, v1
2016-11-16, 00:40:00, 227, 20Q 50ms 49E 0T 34ms 20max, 0, 3, 62, SRV-WEB12, v3, v1
2016-11-16, 00:41:00, 182, 20Q 28ms 50E 0T 21ms 12max, 0, 1, 64, SRV-WEB14, v3, v1
2016-11-16, 00:42:00, 269, 20Q 55ms 50E 0T 27ms 14max, 0, 3, 64, SRV-WEB11, v3, v1
2016-11-16, 00:43:00, 303, 19Q 36ms 49E 0T 29ms 15max, 0, 2, 62, SRV-WEB11, v3, v1
2016-11-16, 00:44:00, 157, 20Q 29ms 49E 0T 18ms 9max, 0, 2, 62, SRV-WEB14, v3, v1
2016-11-16, 00:45:00, 250, 23Q 92ms 89E 0T 21ms 11max, 0, 3, 112, SRV-WEB14, v3, v1
2016-11-16, 00:46:00, 222, 20Q 39ms 50E 0T 28ms 14max, 0, 2, 64, SRV-WEB11, v3, v1
2016-11-16, 00:47:00, 291, 20Q 43ms 50E 0T 29ms 16max, 0, 3, 64, SRV-WEB12, v3, v1
2016-11-16, 00:48:00, 270, 20Q 89ms 49E 0T 32ms 18max, 0, 2, 62, SRV-WEB11, v3, v1
2016-11-16, 00:49:00, 8915, 20Q 23ms 49E 0T 28ms 15max, 0, 44, 62, SRV-WEB14, v3, v1
2016-11-16, 00:50:00, 275, 20Q 76ms 49E 0T 31ms 19max, 0, 2, 62, SRV-WEB11, v3, v1
2016-11-16, 00:51:00, 174, 20Q 68ms 50E 0T 21ms 11max, 0, 1, 64, SRV-WEB13, v3, v1
2016-11-16, 00:52:00, 246, 20Q 82ms 50E 0T 49ms 28max, 0, 2, 64, SRV-WEB11, v3, v1
2016-11-16, 00:53:00, 162, 20Q 36ms 50E 0T 29ms 15max, 0, 2, 64, SRV-WEB14, v3, v1
2016-11-16, 00:54:00, 143, 20Q 25ms 50E 0T 22ms 13max, 0, 1, 64, SRV-WEB14, v3, v1
2016-11-16, 00:55:00, 147, 20Q 31ms 49E 0T 20ms 11max, 0, 1, 62, SRV-WEB14, v3, v1
2016-11-16, 00:56:00, 251, 20Q 100ms 50E 0T 35ms 22max, 0, 2, 64, SRV-WEB12, v3, v1
2016-11-16, 00:57:00, 11223, 21Q 30ms 72E 0T 17ms 10max, 0, 1, 64, SRV-WEB14, v3, v1
2016-11-16, 00:58:00, 148, 20Q 31ms 49E 0T 20ms 11max, 0, 1, 62, SRV-WEB14, v3, v1
2016-11-16, 00:59:00, 279, 20Q 72ms 49E 0T 67ms 53max, 0, 2, 62, SRV-WEB11, v3, v1
2016-11-16, 01:00:00, 139, 20Q 29ms 49E 0T 23ms 12max, 0, 2, 62, SRV-WEB13, v3, v1
2016-11-16, 01:01:00, 192, 20Q 40ms 49E 0T 33ms 17max, 0, 2, 62, SRV-WEB11, v3, v1
2016-11-16, 01:02:00, 231, 20Q 66ms 49E 0T 47ms 36max, 0, 2, 62, SRV-WEB14, v3, v1
2016-11-16, 01:03:01, 344, 20Q 131ms 49E 0T 70ms 42max, 0, 1, 62, SRV-WEB13, v3, v1
2016-11-16, 01:04:00, 143, 20Q 37ms 49E 0T 22ms 13max, 0, 1, 62, SRV-WEB14, v3, v1
2016-11-16, 01:05:01, 258, 19Q 41ms 50E 0T 34ms 19max, 0, 3, 64, SRV-WEB12, v3, v1
2016-11-16, 01:06:01, 194, 20Q 41ms 50E 0T 25ms 13max, 0, 1, 64, SRV-WEB11, v3, v1
2016-11-16, 01:07:00, 1250, 48Q 1081ms 103E 0T 19ms 11max, 0, 2, 75, SRV-WEB14, v3, v1
2016-11-16, 01:08:00, 245, 20Q 43ms 49E 0T 27ms 14max, 0, 3, 62, SRV-WEB11, v3, v1
2016-11-16, 01:09:00, 248, 20Q 60ms 50E 0T 36ms 19max, 0, 4, 64, SRV-WEB11, v3, v1
2016-11-16, 01:10:00, 178, 20Q 44ms 50E 0T 30ms 15max, 0, 2, 64, SRV-WEB13, v3, v1
2016-11-16, 01:11:00, 176, 19Q 37ms 49E 0T 34ms 18max, 0, 2, 62, SRV-WEB12, v3, v1
2016-11-16, 01:12:00, 217, 20Q 64ms 50E 0T 36ms 21max, 0, 2, 64, SRV-WEB11, v3, v1
2016-11-16, 01:13:00, 223, 20Q 45ms 49E 0T 32ms 18max, 0, 2, 62, SRV-WEB12, v3, v1
2016-11-16, 01:14:00, 295, 20Q 47ms 50E 0T 30ms 16max, 0, 4, 64, SRV-WEB12, v3, v1
2016-11-16, 01:15:00, 244, 20Q 94ms 49E 0T 27ms 16max, 0, 1, 62, SRV-WEB13, v3, v1
2016-11-16, 01:16:00, 219, 20Q 44ms 49E 0T 30ms 15max, 0, 2, 62, SRV-WEB11, v3, v1
2016-11-16, 01:17:00, 159, 20Q 56ms 50E 0T 22ms 12max, 0, 2, 64, SRV-WEB13, v3, v1
2016-11-16, 01:18:00, 398, 20Q 107ms 50E 0T 42ms 25max, 0, 4, 64, SRV-WEB11, v3, v1
2016-11-16, 01:19:00, 313, 20Q 86ms 49E 0T 77ms 41max, 0, 2, 62, SRV-WEB11, v3, v1
2016-11-16, 01:20:00, 244, 20Q 125ms 49E 0T 19ms 10max, 0, 1, 62, SRV-WEB13, v3, v1
2016-11-16, 01:21:00, 297, 20Q 104ms 50E 0T 92ms 79max, 0, 1, 64, SRV-WEB11, v3, v1
2016-11-16, 01:22:00, 237, 20Q 41ms 49E 0T 34ms 21max, 0, 2, 62, SRV-WEB12, v3, v1
2016-11-16, 01:23:00, 226, 19Q 49ms 50E 0T 28ms 14max, 0, 3, 64, SRV-WEB11, v3, v1
2016-11-16, 01:24:00, 286, 20Q 41ms 50E 0T 30ms 15max, 0, 2, 64, SRV-WEB11, v3, v1
2016-11-16, 01:25:00, 188, 20Q 67ms 49E 0T 47ms 36max, 0, 2, 62, SRV-WEB13, v3, v1
2016-11-16, 01:26:01, 261, 20Q 56ms 50E 0T 23ms 12max, 0, 2, 64, SRV-WEB13, v3, v1
2016-11-16, 01:27:00, 1566, 19Q 38ms 50E 0T 29ms 17max, 0, 2, 64, SRV-WEB12, v3, v1
2016-11-16, 01:28:00, 157, 20Q 30ms 49E 0T 19ms 10max, 0, 1, 62, SRV-WEB13, v3, v1
2016-11-16, 01:29:01, 208, 19Q 71ms 49E 0T 26ms 16max, 0, 1, 62, SRV-WEB13, v3, v1
2016-11-16, 01:30:00, 241, 20Q 70ms 49E 0T 30ms 16max, 0, 3, 62, SRV-WEB11, v3, v1
